total_sediment_thick,seafloor_age,conv_rate,subducting_abs_rate,conv_ortho,label
44.48,1.4,7.31,-4.87,7.1,True
97.88,34.51,10.81,-7.8,10.61,True
44.66,1.52,25.34,-22.99,14.07,True
113.08,46.38,12.71,-9.81,12.66,True
103.96,38.47,13.35,-10.43,12.94,True
45.8,2.31,25.44,-23.11,13.94,True
46.54,2.79,25.37,-23.04,14.0,True
113.08,46.38,12.71,-9.81,12.65,True
46.54,2.79,25.37,-23.04,14.0,True
101.64,36.92,12.7,-9.75,12.67,True
101.64,36.92,12.7,-9.75,12.67,True
51.2,5.97,25.91,-23.52,15.17,True
103.59,38.22,15.47,-12.65,15.42,True
51.2,5.97,25.91,-23.52,15.17,True
59.32,11.13,25.58,-23.24,12.05,True
114.85,46.69,15.67,-12.89,15.67,True
115.06,46.4,15.75,-13.0,15.66,True
114.85,46.69,15.67,-12.89,15.67,True
114.85,46.69,15.67,-12.89,15.67,True
116.34,47.97,16.43,-13.68,16.35,True
117.19,47.64,16.38,-13.6,16.38,True
43.62,0.76,16.25,-13.98,13.58,True
117.56,48.02,16.17,-13.55,15.31,True
117.56,48.02,16.16,-13.55,16.09,True
105.72,39.61,15.99,-13.32,15.73,True
113.21,44.84,15.53,-12.81,14.61,True
119.64,49.62,10.24,-8.74,10.15,True
119.41,50.12,10.31,-8.85,10.02,True
119.41,50.12,10.31,-8.85,10.02,True
119.41,50.12,10.31,-8.85,10.02,True
119.41,50.12,10.31,-8.85,10.02,True
119.64,49.62,10.25,-8.75,10.16,True
115.35,46.48,9.57,-9.27,4.24,True
119.41,50.12,10.31,-8.85,10.02,True
120.61,50.93,9.58,-8.09,9.38,True
112.42,44.27,9.28,-7.66,9.23,True
120.55,50.33,9.65,-8.22,9.2,True
120.55,50.33,9.65,-8.22,9.2,True
45.73,0.91,9.82,-8.98,9.82,True
109.97,42.51,9.48,-7.95,9.48,True
119.84,50.93,9.59,-8.12,9.39,True
46.02,0.91,9.83,-8.97,6.96,True
109.97,42.51,9.49,-7.97,9.49,True
65.6,14.99,9.73,-9.21,7.55,True
110.34,42.9,9.69,-9.39,3.87,True
120.7,50.45,9.39,-7.96,9.35,True
120.7,50.45,9.38,-7.95,8.9,True
111.91,43.9,9.15,-7.59,9.06,True
111.18,43.38,9.11,-7.54,9.1,True
120.7,50.45,9.38,-7.95,8.9,True
120.82,51.25,9.38,-7.94,8.9,True
120.82,50.55,9.36,-7.91,8.88,True
120.82,50.55,9.36,-7.92,8.88,True
121.44,51.04,9.34,-7.87,9.11,True
120.82,50.55,9.36,-7.92,8.88,True
120.82,51.25,9.39,-7.95,9.34,True
121.87,51.37,9.38,-5.3,9.34,True
121.87,51.37,9.37,-5.29,8.89,True
121.87,51.37,9.38,-5.3,9.34,True
115.7,46.66,8.86,-4.87,8.81,True
121.87,51.37,9.38,-5.3,9.34,True
112.66,44.44,9.16,-5.1,9.07,True
121.63,51.18,11.94,-7.72,11.48,True
121.24,52.14,11.86,-7.65,11.86,True
121.63,51.18,11.94,-7.72,11.48,True
121.63,51.18,11.94,-7.72,11.48,True
45.71,0.95,11.91,-7.93,11.76,True
121.63,51.18,11.94,-7.72,11.48,True
122.12,51.96,11.72,-7.52,11.7,True
123.1,52.37,13.17,-8.95,13.05,True
123.1,52.37,13.17,-8.95,13.05,True
123.1,52.37,13.16,-8.94,13.05,True
123.1,52.37,13.17,-8.95,12.63,True
123.1,52.37,13.17,-8.95,12.63,True
123.49,54.09,13.3,-9.08,12.92,True
123.49,54.09,13.29,-9.08,12.92,True
46.44,2.76,12.57,-9.18,12.05,True
123.49,52.66,13.31,-9.09,13.09,True
125.21,54.16,13.29,-9.08,13.07,True
125.21,54.16,13.29,-9.08,13.08,True
125.21,54.16,13.29,-9.08,12.91,True
125.21,54.16,13.29,-9.08,12.91,True
125.21,54.16,13.29,-9.08,12.91,True
130.52,59.76,12.95,-8.93,10.75,True
125.61,55.83,13.26,-9.05,12.89,True
127.25,55.95,12.26,-8.08,12.03,True
54.56,8.16,11.68,-7.68,8.86,True
126.9,55.65,12.25,-8.07,12.02,True
121.06,50.77,12.17,-8.03,12.16,True
126.9,55.65,12.25,-8.07,12.02,True
126.95,55.7,13.7,-10.08,13.1,True
126.95,55.7,13.7,-10.08,13.1,True
126.95,55.7,13.7,-10.08,13.1,True
119.58,46.75,17.62,-18.21,6.53,True
119.58,46.75,17.62,-18.21,6.53,True
119.58,46.75,17.62,-18.21,6.53,True
127.49,56.18,13.71,-10.08,13.61,True
120.66,51.66,17.66,-18.24,6.65,True
59.69,11.31,18.69,-18.55,5.2,True
127.48,56.14,13.71,-10.43,13.1,True
129.63,60.37,17.9,-17.09,13.44,True
128.11,56.71,13.71,-10.42,13.61,True
118.32,43.43,17.64,-16.96,6.63,True
118.32,43.43,17.64,-16.96,6.63,True
129.63,60.37,17.94,-17.11,10.92,True
133.42,62.07,18.34,-17.31,14.62,True
127.48,56.14,13.71,-10.43,13.1,True
118.32,43.43,17.65,-16.96,6.65,True
120.35,46.96,17.66,-16.97,6.68,True
131.52,60.01,18.55,-17.44,17.51,True
129.14,57.65,13.46,-10.29,13.03,True
118.4,42.72,18.18,-17.54,17.1,True
128.66,57.2,13.49,-10.33,13.06,True
118.81,42.1,18.25,-17.63,6.65,True
118.98,41.96,18.28,-17.64,5.75,True
129.38,57.78,13.47,-10.34,12.06,True
114.33,37.93,12.22,-9.99,10.38,True
132.83,61.18,13.38,-10.24,13.2,True
132.83,61.18,13.38,-10.25,13.2,True
122.73,48.99,12.07,-9.71,11.99,True
117.69,39.61,12.24,-9.98,10.45,True
133.45,62.74,13.38,-10.26,13.21,True
108.07,41.24,12.4,-10.34,9.55,True
118.92,40.81,13.23,-11.06,10.97,True
120.0,44.93,13.2,-11.03,10.5,True
118.92,40.81,13.22,-11.04,10.96,True
118.92,40.81,13.23,-11.06,10.97,True
118.71,41.83,13.65,-11.5,11.21,True
118.71,41.83,13.65,-11.5,11.21,True
135.32,63.77,12.33,-10.06,12.13,True
140.14,69.31,11.75,-9.38,11.74,True
119.51,49.57,13.38,-11.13,13.22,True
140.71,70.03,11.65,-9.26,11.64,True
140.71,70.03,11.68,-9.3,11.68,True
138.92,67.77,13.58,-10.67,13.56,True
136.74,65.33,12.28,-9.94,12.15,True
82.4,25.02,14.15,-12.14,11.2,True
136.98,65.66,13.36,-11.66,13.28,True
136.59,65.17,14.37,-12.37,14.15,True
138.76,67.61,14.47,-12.48,14.22,True
141.63,71.22,13.68,-11.95,13.68,True
141.4,70.91,13.64,-11.97,13.64,True
141.4,70.91,13.64,-11.97,13.64,True
145.92,77.36,14.2,-12.33,14.18,True
143.08,73.16,13.61,-12.05,9.64,True
97.29,34.17,11.71,-10.83,9.64,True
146.45,78.2,14.14,-12.36,14.12,True
130.55,58.57,13.12,-11.72,13.0,True
130.55,58.57,13.12,-11.72,13.0,True
72.28,18.95,16.38,-13.56,8.47,True
146.9,78.9,14.25,-11.83,14.21,True
149.76,83.93,13.9,-11.62,12.06,True
140.67,69.98,8.24,-6.16,7.18,True
145.46,76.66,9.85,-8.38,9.56,True
119.92,50.67,6.86,-7.05,5.31,True
119.27,50.67,6.8,-7.03,4.46,True
119.27,50.67,6.8,-7.03,4.46,True
119.27,50.67,6.8,-7.03,4.46,True
118.07,48.49,7.79,-7.12,4.78,True
148.45,81.58,12.33,-8.79,12.31,True
149.38,83.28,12.38,-8.82,12.36,True
120.06,49.58,7.79,-7.13,6.26,True
120.06,49.58,7.79,-7.13,6.26,True
123.1,52.47,8.06,-7.23,4.81,True
150.51,85.45,16.09,-10.32,13.34,True
151.7,87.83,19.45,-15.19,17.67,True
157.22,105.84,13.65,-11.29,13.01,True
152.89,90.4,11.14,-8.98,11.13,True
155.29,96.9,7.68,-7.94,7.67,True
151.52,87.55,10.83,-7.64,10.83,True
148.49,83.52,11.15,-6.95,11.13,True
150.38,93.89,0.87,4.74,0.64,True
151.71,88.01,11.28,-7.65,10.51,True
148.72,92.88,11.58,-7.94,9.25,True
148.72,92.88,11.58,-7.94,9.25,True
148.72,92.88,11.58,-7.94,9.25,True
148.72,92.88,11.58,-7.94,9.25,True
148.72,92.88,11.58,-7.94,9.25,True
148.72,92.88,11.58,-7.94,9.25,True
146.23,91.88,12.78,-9.27,10.55,True
144.84,91.89,0.87,4.76,0.64,True
151.81,88.23,12.51,-8.96,11.84,True
140.93,88.11,10.35,-9.27,10.34,True
138.73,85.68,10.35,-9.27,10.34,True
147.13,78.4,8.73,-8.1,5.68,True
156.49,99.07,12.15,-5.65,10.61,True
102.77,37.23,2.33,4.28,2.03,True
117.27,44.81,3.23,4.28,3.18,True
117.27,44.81,3.23,4.28,3.18,True
114.6,42.98,3.21,-4.31,3.17,True
103.88,33.65,2.28,4.3,1.98,True
117.9,33.93,2.47,4.29,2.19,True
115.02,32.56,2.37,4.3,2.09,True
115.86,37.79,2.97,4.33,2.94,True
112.2,32.02,2.42,4.31,2.14,True
115.44,31.37,8.37,-4.73,6.29,True
114.57,29.67,8.32,-4.54,6.23,True
113.62,28.43,8.32,-4.54,6.23,True
115.2,65.47,8.46,-5.19,7.52,True
115.2,65.47,8.46,-5.19,7.52,True
136.03,77.7,8.28,-4.39,6.17,True
136.03,77.7,8.29,-4.41,6.18,True
136.03,77.7,8.28,-4.39,6.17,True
136.03,77.7,8.29,-4.41,6.18,True
97.84,33.0,8.47,-6.3,4.96,True
94.72,32.57,8.46,-5.2,7.52,True
94.72,32.57,8.46,-5.2,7.52,True
94.72,32.57,8.46,-5.2,7.52,True
94.72,32.57,8.45,-5.18,7.52,True
94.72,32.57,8.45,-5.18,7.52,True
94.72,32.57,8.46,-5.2,7.52,True
94.72,32.57,8.46,-5.2,7.52,True
94.72,32.57,8.46,-5.2,7.52,True
94.72,32.57,8.46,-5.2,7.52,True
94.72,32.57,8.46,-5.2,7.52,True
98.84,35.17,5.87,-4.07,5.74,True
95.38,32.98,5.58,-3.95,5.44,True
95.38,32.98,5.58,-3.95,5.44,True
96.8,33.91,6.66,-4.49,6.02,True
108.76,38.8,5.76,-5.5,5.42,True
166.64,37.33,5.85,-5.63,5.51,True
