conv_rate,conv_angle,trench_abs_rate,trench_abs_angle,arc_len,dist_nearest_edge,conv_ortho,conv_paral,trench_abs_ortho,trench_abs_paral,subducting_abs_rate,subducting_abs_angle,subducting_abs_ortho,subducting_abs_paral,seafloor_age,carbonate_sediment_thickness,total_sediment_thick,ocean_crust_carb_percent,label
4.62,-25.81,1.8,-140.81,0.19,10.83,4.16,-2.01,-1.4,-1.14,-4.2,-48.88,2.76,-3.17,34.28,46.34,97.43,2.09,True
4.37,-37.38,2.46,144.91,0.18,5.79,3.47,-2.65,-2.02,1.42,-1.91,-40.55,1.45,-1.24,9.05,45.94,56.28,1.46,True
4.4,-36.72,2.45,145.21,0.18,4.56,3.53,-2.63,-2.01,1.4,-1.96,-39.34,1.51,-1.24,9.99,43.77,58.52,1.46,True
6.55,-29.12,2.14,165.25,0.19,1.87,5.72,-3.19,-2.07,0.54,-4.5,-35.64,3.66,-2.62,14.1,43.24,64.42,1.67,True
3.45,15.53,1.72,-99.37,0.2,0.1,3.32,0.92,-0.28,-1.7,-3.15,-14.34,3.05,-0.78,26.63,36.77,84.43,2.02,True
7.21,-18.78,2.13,166.76,0.17,0.09,6.83,-2.32,-2.07,0.49,-5.09,-20.81,4.76,-1.81,10.78,10.59,59.07,1.9,True
3.2,46.51,1.74,-99.01,0.2,0.1,2.2,2.32,-0.27,-1.72,-2.03,17.2,1.94,0.6,23.36,36.32,80.44,2.0,True
11.84,30.23,2.44,-144.85,0.19,2.01,10.23,5.96,-2.0,-1.41,-9.4,29.01,8.22,4.56,0.06,38.83,42.65,0.53,True
17.49,44.19,3.0,-124.23,0.19,3.78,12.54,12.19,-1.68,-2.48,-14.57,41.78,10.86,9.7,8.88,26.41,55.9,1.7,True
17.93,44.74,3.06,-123.34,0.19,3.56,12.74,12.62,-1.68,-2.56,-14.96,42.26,11.07,10.06,10.49,27.8,57.93,1.74,True
3.23,-71.95,1.97,-161.9,0.16,3.35,1.0,-3.07,-1.87,-0.61,3.79,-103.32,-0.87,-3.69,15.01,38.02,65.79,1.85,True
18.49,15.32,2.99,-150.88,0.18,14.59,17.83,4.89,-2.61,-1.45,-15.61,12.66,15.23,3.42,8.42,28.72,55.53,1.77,True
7.16,-2.01,2.39,-145.32,0.19,15.67,7.15,-0.25,-1.96,-1.36,-5.41,-17.08,5.17,-1.59,20.43,42.06,74.81,1.92,True
7.16,-2.01,2.39,-145.32,0.19,15.67,7.15,-0.25,-1.96,-1.36,-5.41,-17.08,5.17,-1.59,20.43,42.06,74.81,1.92,True
13.19,27.21,2.88,-128.82,0.17,22.19,11.73,6.03,-1.81,-2.24,-10.6,21.0,9.9,3.8,5.2,0.12,50.22,1.37,True
7.04,-2.78,2.4,-145.2,0.19,15.67,7.03,-0.34,-1.97,-1.37,-5.32,-18.55,5.04,-1.69,20.99,40.79,75.84,1.91,True
6.64,-3.35,2.38,-144.69,0.19,14.71,6.63,-0.39,-1.94,-1.38,-4.98,-20.5,4.66,-1.74,18.68,44.76,69.57,1.9,True
18.39,24.5,3.04,-141.66,0.19,8.49,16.73,7.62,-2.38,-1.88,-15.46,21.75,14.36,5.73,31.16,22.45,92.54,1.99,True
5.69,-74.13,1.89,163.93,0.2,18.52,1.56,-5.47,-1.81,0.52,4.94,-93.01,-0.26,-4.93,26.84,42.9,85.54,1.93,True
5.69,-74.13,1.89,163.93,0.2,18.52,1.56,-5.47,-1.81,0.52,4.94,-93.01,-0.26,-4.93,26.84,42.9,85.54,1.93,True
5.39,-71.33,1.85,175.19,0.19,17.19,1.73,-5.11,-1.85,0.16,4.94,-91.47,-0.13,-4.94,18.49,51.96,71.67,1.85,True
9.8,-16.63,2.45,-163.98,0.2,16.54,9.39,-2.81,-2.36,-0.68,-7.84,-26.28,7.03,-3.47,24.41,12.48,78.44,1.91,True
13.51,4.56,2.54,-155.45,0.18,11.58,13.47,1.07,-2.31,-1.06,-11.16,0.01,11.16,0.0,27.09,18.88,85.92,2.05,True
7.55,-12.15,3.22,150.9,0.19,10.83,7.38,-1.59,-2.82,1.57,-4.58,-0.04,4.58,-0.0,0.9,11.14,43.77,0.72,True
24.29,-80.74,3.1,126.97,0.17,6.28,3.91,-23.97,-1.87,2.48,-21.57,-84.55,2.05,-21.47,4.45,22.4,48.98,1.5,True
7.6,-12.08,3.23,150.95,0.19,11.02,7.43,-1.59,-2.82,1.57,-4.62,-0.03,4.62,-0.0,0.9,11.14,43.77,0.72,True
7.68,-11.94,3.24,151.06,0.19,11.39,7.52,-1.59,-2.83,1.57,-4.7,-0.03,4.7,-0.0,0.9,11.14,43.77,0.72,True
7.73,-11.87,3.24,151.11,0.19,11.58,7.56,-1.59,-2.84,1.57,-4.74,-0.03,4.74,-0.0,0.9,5.58,43.77,0.72,True
7.68,-11.94,3.24,151.06,0.19,11.39,7.52,-1.59,-2.83,1.57,-4.7,-0.03,4.7,-0.0,0.9,11.14,43.77,0.72,True
24.7,-62.93,3.17,144.26,0.2,9.0,11.24,-21.99,-2.58,1.85,-21.9,-66.7,8.66,-20.11,2.56,18.33,46.18,1.3,True
8.46,-4.61,3.36,159.83,0.19,15.48,8.43,-0.68,-3.16,1.16,-5.31,5.37,5.29,0.5,6.82,39.42,52.77,1.75,True
8.5,-4.59,3.37,159.86,0.19,15.67,8.47,-0.68,-3.16,1.16,-5.35,5.34,5.32,0.5,6.82,39.42,52.77,1.75,True
8.46,-4.61,3.36,159.83,0.19,15.48,8.43,-0.68,-3.16,1.16,-5.31,5.37,5.29,0.5,6.82,39.42,52.77,1.75,True
14.54,14.49,3.76,171.01,0.18,9.91,14.08,3.64,-3.71,0.59,-11.19,22.13,10.36,4.21,35.62,9.44,99.59,2.34,True
7.44,-12.72,3.22,151.53,0.2,10.64,7.26,-1.64,-2.83,1.54,-4.44,-1.1,4.44,-0.08,1.75,8.25,45.0,1.0,True
10.65,-16.88,3.15,147.4,0.19,18.18,10.19,-3.09,-2.65,1.7,-7.67,-10.45,7.54,-1.39,45.34,5.44,113.97,2.35,True
7.43,-14.0,2.63,149.92,0.19,11.39,7.21,-1.8,-2.27,1.32,-4.96,-5.48,4.94,-0.47,0.54,8.66,43.25,0.22,True
8.42,-61.1,2.79,102.59,0.2,18.91,4.07,-7.38,-0.61,2.73,-5.8,-53.27,3.47,-4.65,16.46,50.75,68.25,1.83,True
11.03,-0.99,3.2,163.36,0.2,13.98,11.03,-0.19,-3.06,0.92,-8.0,5.24,7.97,0.73,32.36,10.13,94.48,2.25,True
7.31,-13.66,2.6,150.2,0.15,10.66,7.1,-1.73,-2.26,1.29,-4.87,-5.03,4.85,-0.43,1.4,13.4,44.48,1.03,True
10.81,-11.02,3.17,153.69,0.2,16.24,10.61,-2.07,-2.84,1.41,-7.8,-4.82,7.77,-0.66,34.51,3.66,97.88,2.34,True
25.34,-56.26,2.62,149.87,0.19,11.02,14.07,-21.07,-2.27,1.31,-22.99,-59.13,11.8,-19.74,1.52,13.91,44.66,0.89,True
12.71,-5.15,3.18,153.72,0.2,16.24,12.66,-1.14,-2.85,1.41,-9.81,1.5,9.81,0.26,46.38,5.47,113.08,2.37,True
13.35,14.29,3.23,171.93,0.18,10.38,12.94,3.3,-3.2,0.45,-10.43,20.99,9.74,3.74,38.47,8.92,103.96,2.38,True
25.44,-56.78,2.62,149.96,0.19,11.02,13.94,-21.29,-2.27,1.31,-23.11,-59.71,11.66,-19.95,2.31,18.38,45.8,1.21,True
25.37,-56.49,2.61,150.39,0.17,10.65,14.0,-21.15,-2.27,1.29,-23.04,-59.42,11.72,-19.84,2.79,18.38,46.54,1.35,True
12.71,-5.15,3.17,153.68,0.2,16.64,12.65,-1.14,-2.84,1.41,-9.81,1.5,9.81,0.26,46.38,5.47,113.08,2.37,True
25.37,-56.49,2.61,150.39,0.17,10.65,14.0,-21.15,-2.27,1.29,-23.04,-59.42,11.72,-19.84,2.79,18.38,46.54,1.35,True
12.7,4.14,3.22,163.34,0.17,12.01,12.67,0.92,-3.09,0.92,-9.75,10.83,9.58,1.83,36.92,7.5,101.64,2.38,True
12.7,4.14,3.22,163.34,0.17,12.01,12.67,0.92,-3.09,0.92,-9.75,10.83,9.58,1.83,36.92,7.5,101.64,2.38,True
25.91,-54.18,2.62,149.98,0.19,10.83,15.17,-21.01,-2.27,1.31,-23.52,-56.78,12.89,-19.68,5.97,8.43,51.2,1.39,True
15.47,4.6,3.21,158.76,0.17,13.04,15.42,1.24,-2.99,1.16,-12.65,10.88,12.43,2.39,38.22,9.84,103.59,2.37,True
25.91,-54.18,2.62,149.98,0.19,10.83,15.17,-21.01,-2.27,1.31,-23.52,-56.78,12.89,-19.68,5.97,8.43,51.2,1.39,True
25.58,-61.89,2.58,142.76,0.14,9.37,12.05,-22.57,-2.05,1.56,-23.24,-64.54,9.99,-20.99,11.13,12.56,59.32,1.58,True
15.67,-0.18,3.18,153.74,0.2,16.44,15.67,-0.05,-2.85,1.41,-12.89,5.96,12.82,1.34,46.69,3.85,114.85,2.37,True
15.75,-6.18,3.15,147.51,0.19,18.18,15.66,-1.7,-2.66,1.69,-13.0,-0.07,13.0,-0.02,46.4,7.07,115.06,2.4,True
15.67,-0.18,3.18,153.74,0.2,16.44,15.67,-0.05,-2.85,1.41,-12.89,5.96,12.82,1.34,46.69,3.85,114.85,2.37,True
15.67,-0.18,3.18,153.74,0.2,16.44,15.67,-0.05,-2.85,1.41,-12.89,5.96,12.82,1.34,46.69,3.85,114.85,2.37,True
16.43,-5.66,3.16,147.62,0.19,17.62,16.35,-1.62,-2.67,1.69,-13.68,0.24,13.68,0.06,47.97,10.06,116.34,2.39,True
16.38,0.34,3.18,153.77,0.2,16.44,16.38,0.1,-2.85,1.4,-13.6,6.27,13.52,1.49,47.64,10.06,117.19,2.36,True
16.25,-33.31,2.77,114.66,0.19,15.86,13.58,-8.92,-1.16,2.52,-13.98,-27.33,12.42,-6.42,0.76,4.55,43.62,1.49,True
16.17,18.79,2.97,172.84,0.19,18.37,15.31,5.21,-2.95,0.37,-13.55,24.22,12.36,5.56,48.02,13.05,117.56,2.38,True
16.16,-5.21,2.97,148.86,0.19,18.18,16.09,-1.47,-2.55,1.54,-13.55,0.24,13.55,0.06,48.02,13.05,117.56,2.38,True
15.99,10.29,3.02,164.82,0.2,14.38,15.73,2.86,-2.92,0.79,-13.32,15.83,12.81,3.63,39.61,1.66,105.72,2.34,True
15.53,19.87,3.09,174.23,0.19,7.73,14.61,5.28,-3.07,0.31,-12.81,25.78,11.54,5.57,44.84,5.11,113.21,2.39,True
10.24,-7.68,1.52,-179.55,0.2,16.24,10.15,-1.37,-1.52,-0.01,-8.74,-9.19,8.63,-1.4,49.62,17.1,119.64,2.34,True
10.31,-13.63,1.47,174.36,0.19,18.18,10.02,-2.43,-1.46,0.14,-8.85,-15.04,8.55,-2.3,50.12,16.74,119.41,2.34,True
10.31,-13.63,1.47,174.36,0.19,18.18,10.02,-2.43,-1.46,0.14,-8.85,-15.04,8.55,-2.3,50.12,16.74,119.41,2.34,True
10.31,-13.63,1.47,174.36,0.19,18.18,10.02,-2.43,-1.46,0.14,-8.85,-15.04,8.55,-2.3,50.12,16.74,119.41,2.34,True
10.31,-13.63,1.47,174.36,0.19,18.18,10.02,-2.43,-1.46,0.14,-8.85,-15.04,8.55,-2.3,50.12,16.74,119.41,2.34,True
10.25,-7.68,1.52,-179.55,0.2,16.44,10.16,-1.37,-1.52,-0.01,-8.75,-9.18,8.64,-1.4,49.62,17.1,119.64,2.34,True
9.57,-63.68,0.31,132.88,0.17,0.09,4.24,-8.58,-0.21,0.23,-9.27,-64.33,4.02,-8.36,46.48,23.67,115.35,2.36,True
10.31,-13.63,1.47,174.36,0.19,18.18,10.02,-2.43,-1.46,0.14,-8.85,-15.04,8.55,-2.3,50.12,16.74,119.41,2.34,True
9.58,-11.75,1.52,-179.6,0.2,16.24,9.38,-1.95,-1.52,-0.01,-8.09,-14.12,7.85,-1.97,50.93,20.01,120.61,2.32,True
9.28,5.9,1.66,-162.34,0.18,10.38,9.23,0.95,-1.58,-0.5,-7.66,3.26,7.65,0.44,44.27,8.64,112.42,2.38,True
9.65,-17.64,1.47,174.32,0.19,18.18,9.2,-2.93,-1.47,0.15,-8.22,-19.87,7.73,-2.79,50.33,19.92,120.55,2.33,True
9.65,-17.64,1.47,174.32,0.19,18.18,9.2,-2.93,-1.47,0.15,-8.22,-19.87,7.73,-2.79,50.33,19.92,120.55,2.33,True
9.82,-0.29,0.85,-173.3,0.16,16.65,9.82,-0.05,-0.85,-0.1,-8.98,-1.05,8.97,-0.16,0.91,4.83,45.73,1.42,True
9.48,-2.36,1.58,-170.16,0.2,14.18,9.48,-0.39,-1.55,-0.27,-7.95,-4.86,7.92,-0.67,42.51,3.8,109.97,2.38,True
9.59,-11.73,1.51,-179.6,0.2,16.64,9.39,-1.95,-1.51,-0.01,-8.12,-14.07,7.88,-1.97,50.93,20.01,119.84,2.32,True
9.83,-44.89,0.86,142.21,0.19,16.82,6.96,-6.93,-0.68,0.53,-8.97,-45.66,6.27,-6.42,0.91,6.25,46.02,1.42,True
9.49,-2.36,1.57,-170.13,0.2,14.38,9.49,-0.39,-1.55,-0.27,-7.97,-4.85,7.94,-0.67,42.51,3.8,109.97,2.38,True
9.73,-39.1,0.7,-179.85,0.19,11.79,7.55,-6.14,-0.7,-0.0,-9.21,-41.94,6.85,-6.15,14.99,4.81,65.6,1.72,True
9.69,-66.47,0.32,133.19,0.17,0.09,3.87,-8.89,-0.22,0.23,-9.39,-67.22,3.64,-8.66,42.9,24.35,110.34,2.36,True
9.39,5.56,1.47,-161.71,0.19,18.37,9.35,0.91,-1.4,-0.46,-7.96,3.12,7.95,0.43,50.45,22.73,120.7,2.3,True
9.38,-18.44,1.48,174.27,0.19,18.18,8.9,-2.97,-1.47,0.15,-7.95,-20.89,7.43,-2.83,50.45,22.73,120.7,2.3,True
9.15,-7.97,1.61,-175.11,0.17,12.87,9.06,-1.27,-1.6,-0.14,-7.59,-10.78,7.46,-1.42,43.9,7.47,111.91,2.37,True
9.11,-3.44,1.63,-170.62,0.18,12.17,9.1,-0.55,-1.6,-0.26,-7.54,-6.29,7.49,-0.83,43.38,7.47,111.18,2.37,True
9.38,-18.44,1.48,174.27,0.19,18.18,8.9,-2.97,-1.47,0.15,-7.95,-20.89,7.43,-2.83,50.45,22.73,120.7,2.3,True
9.38,-18.43,1.48,174.23,0.19,18.18,8.9,-2.96,-1.47,0.15,-7.94,-20.87,7.42,-2.83,51.25,24.17,120.82,2.28,True
9.36,-18.47,1.5,174.28,0.19,17.62,8.88,-2.96,-1.49,0.15,-7.91,-20.96,7.38,-2.83,50.55,24.17,120.82,2.27,True
9.36,-18.46,1.49,174.26,0.19,17.81,8.88,-2.96,-1.48,0.15,-7.92,-20.93,7.4,-2.83,50.55,24.17,120.82,2.29,True
9.34,-12.5,1.51,-179.68,0.2,17.04,9.11,-2.02,-1.51,-0.01,-7.87,-15.04,7.6,-2.04,51.04,24.17,121.44,2.27,True
9.36,-18.46,1.49,174.26,0.19,17.81,8.88,-2.96,-1.48,0.15,-7.92,-20.93,7.4,-2.83,50.55,24.17,120.82,2.29,True
9.39,5.57,1.48,-161.76,0.19,18.37,9.34,0.91,-1.4,-0.46,-7.95,3.14,7.94,0.44,51.25,24.17,120.82,2.28,True
9.38,5.58,4.22,-163.53,0.19,18.37,9.34,0.91,-4.05,-1.2,-5.3,-3.14,5.29,-0.29,51.37,25.9,121.87,2.25,True
9.37,-18.41,4.22,172.47,0.19,18.18,8.89,-2.96,-4.19,0.55,-5.29,-27.16,4.71,-2.41,51.37,25.9,121.87,2.25,True
9.38,5.58,4.22,-163.53,0.19,18.37,9.34,0.91,-4.05,-1.2,-5.3,-3.14,5.29,-0.29,51.37,25.9,121.87,2.25,True
8.86,6.01,4.15,-162.71,0.19,8.12,8.81,0.93,-3.96,-1.23,-4.87,-3.67,4.86,-0.31,46.66,17.44,115.7,2.31,True
9.38,5.58,4.22,-163.53,0.19,18.37,9.34,0.91,-4.05,-1.2,-5.3,-3.14,5.29,-0.29,51.37,25.9,121.87,2.25,True
9.16,-7.93,4.2,-176.78,0.17,13.22,9.07,-1.26,-4.19,-0.24,-5.1,-17.16,4.88,-1.51,44.44,10.46,112.66,2.33,True
11.94,15.99,4.22,-163.35,0.19,18.37,11.48,3.29,-4.05,-1.21,-7.72,15.59,7.43,2.07,51.18,25.77,121.63,2.19,True
11.86,-2.02,4.22,178.66,0.2,16.44,11.86,-0.42,-4.22,0.1,-7.65,-2.44,7.64,-0.33,52.14,25.82,121.24,2.19,True
11.94,15.99,4.22,-163.35,0.19,18.37,11.48,3.29,-4.05,-1.21,-7.72,15.59,7.43,2.07,51.18,25.77,121.63,2.19,True
11.94,15.99,4.22,-163.35,0.19,18.37,11.48,3.29,-4.05,-1.21,-7.72,15.59,7.43,2.07,51.18,25.77,121.63,2.19,True
11.91,9.01,3.98,-170.81,0.19,16.63,11.76,1.86,-3.93,-0.64,-7.93,8.87,7.83,1.22,0.95,2.26,45.71,1.4,True
11.94,15.99,4.22,-163.35,0.19,18.37,11.48,3.29,-4.05,-1.21,-7.72,15.59,7.43,2.07,51.18,25.77,121.63,2.19,True
11.72,2.74,4.2,-176.59,0.17,13.39,11.7,0.56,-4.19,-0.25,-7.52,2.31,7.51,0.3,51.96,12.18,122.12,2.31,True
13.17,-7.57,4.22,172.84,0.19,18.18,13.05,-1.74,-4.19,0.53,-8.95,-7.78,8.86,-1.21,52.37,24.66,123.1,2.15,True
13.17,-7.57,4.22,172.84,0.19,18.18,13.05,-1.74,-4.19,0.53,-8.95,-7.78,8.86,-1.21,52.37,24.66,123.1,2.15,True
13.16,-7.58,4.22,172.84,0.19,17.81,13.05,-1.74,-4.19,0.53,-8.94,-7.78,8.86,-1.21,52.37,24.66,123.1,2.15,True
13.17,16.42,4.22,-163.17,0.19,18.37,12.63,3.72,-4.04,-1.22,-8.95,16.22,8.59,2.5,52.37,24.66,123.1,2.15,True
13.17,16.42,4.22,-163.17,0.19,18.37,12.63,3.72,-4.04,-1.22,-8.95,16.22,8.59,2.5,52.37,24.66,123.1,2.15,True
13.3,13.7,4.22,-162.98,0.19,18.56,12.92,3.15,-4.04,-1.24,-9.08,12.18,8.88,1.92,54.09,21.25,123.49,2.11,True
13.29,13.71,4.22,-162.99,0.19,18.75,12.92,3.15,-4.04,-1.24,-9.08,12.19,8.88,1.92,54.09,21.25,123.49,2.11,True
12.57,-16.46,3.96,-170.35,0.2,15.69,12.05,-3.56,-3.91,-0.66,-9.18,-27.48,8.14,-4.24,2.76,2.19,46.44,0.79,True
13.31,-10.29,4.22,173.02,0.19,17.81,13.09,-2.38,-4.19,0.51,-9.09,-11.81,8.9,-1.86,52.66,21.86,123.49,2.11,True
13.29,-10.32,4.22,173.21,0.19,18.18,13.07,-2.38,-4.19,0.5,-9.08,-11.95,8.88,-1.88,54.16,17.01,125.21,2.12,True
13.29,-10.32,4.22,173.21,0.19,17.81,13.08,-2.38,-4.19,0.5,-9.08,-11.94,8.89,-1.88,54.16,17.01,125.21,2.12,True
13.29,13.67,4.22,-162.8,0.19,18.37,12.91,3.14,-4.03,-1.25,-9.08,12.05,8.88,1.9,54.16,17.01,125.21,2.12,True
13.29,13.67,4.22,-162.8,0.19,18.37,12.91,3.14,-4.03,-1.25,-9.08,12.05,8.88,1.9,54.16,17.01,125.21,2.12,True
13.29,13.67,4.22,-162.8,0.19,18.37,12.91,3.14,-4.03,-1.25,-9.08,12.05,8.88,1.9,54.16,17.01,125.21,2.12,True
12.95,33.93,4.03,-142.2,0.19,1.53,10.75,7.23,-3.18,-2.47,-8.93,32.21,7.56,4.76,59.76,21.48,130.52,2.33,True
13.26,13.7,4.22,-162.8,0.19,20.07,12.89,3.14,-4.03,-1.25,-9.05,12.09,8.85,1.9,55.83,17.79,125.61,2.14,True
12.26,11.21,4.22,-162.61,0.19,18.37,12.03,2.38,-4.03,-1.26,-8.08,7.99,8.0,1.12,55.95,14.31,127.25,2.17,True
11.68,-40.65,4.04,145.86,0.1,19.33,8.86,-7.61,-3.34,2.27,-7.68,-44.06,5.52,-5.34,8.16,36.04,54.56,1.82,True
12.25,11.12,4.22,-162.43,0.19,18.56,12.02,2.36,-4.02,-1.27,-8.07,7.76,7.99,1.09,55.65,13.35,126.9,2.24,True
12.17,2.4,4.19,-171.1,0.18,12.35,12.16,0.51,-4.14,-0.65,-8.03,-0.97,8.03,-0.14,50.77,17.17,121.06,2.1,True
12.25,11.12,4.22,-162.43,0.19,18.37,12.02,2.36,-4.02,-1.27,-8.07,7.76,7.99,1.09,55.65,13.35,126.9,2.24,True
13.7,17.04,5.17,-125.91,0.19,18.37,13.1,4.01,-3.03,-4.19,-10.08,-1.06,10.08,-0.19,55.7,15.62,126.95,2.32,True
13.7,17.04,5.17,-125.91,0.19,18.37,13.1,4.01,-3.03,-4.19,-10.08,-1.06,10.08,-0.19,55.7,15.62,126.95,2.32,True
13.7,17.04,5.17,-125.91,0.19,18.37,13.1,4.01,-3.03,-4.19,-10.08,-1.06,10.08,-0.19,55.7,15.62,126.95,2.32,True
17.62,-68.25,3.78,-155.05,0.17,0.09,6.53,-16.36,-3.43,-1.6,-18.21,-80.39,3.04,-17.96,46.75,55.55,119.58,2.19,True
17.62,-68.25,3.78,-155.05,0.17,0.09,6.53,-16.36,-3.43,-1.6,-18.21,-80.39,3.04,-17.96,46.75,55.55,119.58,2.19,True
17.62,-68.25,3.78,-155.05,0.17,0.09,6.53,-16.36,-3.43,-1.6,-18.21,-80.39,3.04,-17.96,46.75,55.55,119.58,2.19,True
13.71,-6.86,5.18,-149.73,0.19,18.18,13.61,-1.64,-4.47,-2.61,-10.08,-25.02,9.14,-4.26,56.18,17.84,127.49,2.35,True
17.66,-67.89,3.83,-155.13,0.17,0.61,6.65,-16.36,-3.48,-1.61,-18.24,-80.17,3.11,-17.97,51.66,45.06,120.66,2.2,True
18.69,-73.85,4.53,-172.54,0.19,16.82,5.2,-17.95,-4.49,-0.59,-18.55,-87.94,0.67,-18.54,11.31,-0.57,59.69,1.62,True
13.71,17.22,3.74,-138.23,0.19,18.37,13.1,4.06,-2.79,-2.49,-10.43,8.63,10.31,1.57,56.14,21.53,127.48,2.38,True
17.9,-41.34,3.13,-151.07,0.16,4.14,13.44,-11.82,-2.74,-1.52,-17.09,-51.36,10.67,-13.35,60.37,51.92,129.63,2.41,True
13.71,-6.78,3.74,-162.23,0.19,18.0,13.61,-1.62,-3.56,-1.14,-10.42,-15.37,10.05,-2.76,56.71,21.1,128.11,2.38,True
17.64,-67.92,2.99,-175.68,0.17,0.09,6.63,-16.35,-2.98,-0.22,-16.96,-77.67,3.62,-16.57,43.43,36.61,118.32,2.17,True
17.64,-67.92,2.99,-175.68,0.17,0.09,6.63,-16.35,-2.98,-0.22,-16.96,-77.67,3.62,-16.57,43.43,36.61,118.32,2.17,True
17.94,-52.51,3.15,-162.48,0.16,4.63,10.92,-14.23,-3.0,-0.95,-17.11,-62.55,7.89,-15.18,60.37,51.92,129.63,2.37,True
18.34,-37.15,3.36,-149.85,0.17,11.61,14.62,-11.07,-2.91,-1.69,-17.31,-47.53,11.69,-12.77,62.07,26.08,133.42,2.29,True
13.71,17.22,3.74,-138.23,0.19,18.37,13.1,4.06,-2.79,-2.49,-10.43,8.63,10.31,1.57,56.14,21.53,127.48,2.38,True
17.65,-67.86,2.99,-175.69,0.17,0.26,6.65,-16.35,-2.99,-0.22,-16.96,-77.62,3.64,-16.57,43.43,36.61,118.32,2.17,True
17.66,-67.79,3.0,-175.7,0.17,0.44,6.68,-16.35,-2.99,-0.22,-16.97,-77.57,3.65,-16.57,46.96,36.61,120.35,2.17,True
18.55,-19.3,3.43,-133.21,0.19,14.7,17.51,-6.13,-2.35,-2.5,-17.44,-29.72,15.14,-8.64,60.01,20.68,131.52,2.29,True
13.46,14.6,3.74,-137.92,0.19,18.75,13.03,3.39,-2.78,-2.51,-10.29,4.91,10.25,0.88,57.65,26.13,129.14,2.39,True
18.18,19.83,-3.0,-86.8,0.2,0.1,17.1,6.17,0.17,-2.99,-17.54,10.32,17.26,3.14,42.72,29.83,118.4,2.15,True
13.49,14.56,3.74,-137.88,0.19,20.07,13.06,3.39,-2.77,-2.51,-10.33,4.9,10.29,0.88,57.2,24.57,128.66,2.38,True
18.25,-68.65,3.01,-175.1,0.17,0.09,6.65,-17.0,-3.0,-0.26,-17.63,-78.17,3.61,-17.25,42.1,24.69,118.81,2.14,True
18.28,-71.67,3.05,-178.44,0.18,0.96,5.75,-17.36,-3.05,-0.08,-17.64,-81.28,2.68,-17.44,41.96,24.69,118.98,2.14,True
13.47,26.51,3.74,-125.12,0.17,20.93,12.06,6.01,-2.15,-3.06,-10.34,16.59,9.91,2.95,57.78,34.46,129.38,2.41,True
12.22,-31.89,3.04,-174.53,0.17,0.09,10.38,-6.46,-3.03,-0.29,-9.99,-42.69,7.34,-6.77,37.93,19.78,114.33,2.13,True
13.38,-9.41,3.74,-161.01,0.19,18.0,13.2,-2.19,-3.54,-1.22,-10.24,-19.45,9.66,-3.41,61.18,31.55,132.83,2.43,True
13.38,-9.41,3.74,-161.01,0.19,18.18,13.2,-2.19,-3.54,-1.22,-10.25,-19.44,9.67,-3.41,61.18,31.55,132.83,2.43,True
12.07,-6.37,3.19,-149.65,0.16,4.14,11.99,-1.34,-2.75,-1.61,-9.71,-17.85,9.24,-2.98,48.99,36.28,122.73,2.36,True
12.24,-31.36,3.07,-174.26,0.17,0.44,10.45,-6.37,-3.05,-0.31,-9.98,-42.19,7.39,-6.7,39.61,23.34,117.69,2.18,True
