total_sediment_thick,seafloor_age,conv_rate,dist_nearest_edge,subducting_abs_rate,label
105.72,39.61,15.99,14.38,-13.32,True
113.21,44.84,15.53,7.73,-12.81,True
119.64,49.62,10.24,16.24,-8.74,True
119.41,50.12,10.31,18.18,-8.85,True
119.41,50.12,10.31,18.18,-8.85,True
119.41,50.12,10.31,18.18,-8.85,True
119.41,50.12,10.31,18.18,-8.85,True
119.64,49.62,10.25,16.44,-8.75,True
115.35,46.48,9.57,0.09,-9.27,True
119.41,50.12,10.31,18.18,-8.85,True
120.61,50.93,9.58,16.24,-8.09,True
112.42,44.27,9.28,10.38,-7.66,True
120.55,50.33,9.65,18.18,-8.22,True
120.55,50.33,9.65,18.18,-8.22,True
45.73,0.91,9.82,16.65,-8.98,True
109.97,42.51,9.48,14.18,-7.95,True
119.84,50.93,9.59,16.64,-8.12,True
46.02,0.91,9.83,16.82,-8.97,True
109.97,42.51,9.49,14.38,-7.97,True
65.6,14.99,9.73,11.79,-9.21,True
110.34,42.9,9.69,0.09,-9.39,True
120.7,50.45,9.39,18.37,-7.96,True
120.7,50.45,9.38,18.18,-7.95,True
111.91,43.9,9.15,12.87,-7.59,True
111.18,43.38,9.11,12.17,-7.54,True
120.7,50.45,9.38,18.18,-7.95,True
120.82,51.25,9.38,18.18,-7.94,True
120.82,50.55,9.36,17.62,-7.91,True
120.82,50.55,9.36,17.81,-7.92,True
121.44,51.04,9.34,17.04,-7.87,True
120.82,50.55,9.36,17.81,-7.92,True
120.82,51.25,9.39,18.37,-7.95,True
121.87,51.37,9.38,18.37,-5.3,True
121.87,51.37,9.37,18.18,-5.29,True
121.87,51.37,9.38,18.37,-5.3,True
115.7,46.66,8.86,8.12,-4.87,True
121.87,51.37,9.38,18.37,-5.3,True
112.66,44.44,9.16,13.22,-5.1,True
121.63,51.18,11.94,18.37,-7.72,True
121.24,52.14,11.86,16.44,-7.65,True
121.63,51.18,11.94,18.37,-7.72,True
121.63,51.18,11.94,18.37,-7.72,True
45.71,0.95,11.91,16.63,-7.93,True
121.63,51.18,11.94,18.37,-7.72,True
122.12,51.96,11.72,13.39,-7.52,True
123.1,52.37,13.17,18.18,-8.95,True
123.1,52.37,13.17,18.18,-8.95,True
123.1,52.37,13.16,17.81,-8.94,True
123.1,52.37,13.17,18.37,-8.95,True
123.1,52.37,13.17,18.37,-8.95,True
123.49,54.09,13.3,18.56,-9.08,True
123.49,54.09,13.29,18.75,-9.08,True
46.44,2.76,12.57,15.69,-9.18,True
123.49,52.66,13.31,17.81,-9.09,True
125.21,54.16,13.29,18.18,-9.08,True
125.21,54.16,13.29,17.81,-9.08,True
125.21,54.16,13.29,18.37,-9.08,True
125.21,54.16,13.29,18.37,-9.08,True
125.21,54.16,13.29,18.37,-9.08,True
130.52,59.76,12.95,1.53,-8.93,True
125.61,55.83,13.26,20.07,-9.05,True
127.25,55.95,12.26,18.37,-8.08,True
54.56,8.16,11.68,19.33,-7.68,True
126.9,55.65,12.25,18.56,-8.07,True
121.06,50.77,12.17,12.35,-8.03,True
126.9,55.65,12.25,18.37,-8.07,True
126.95,55.7,13.7,18.37,-10.08,True
126.95,55.7,13.7,18.37,-10.08,True
126.95,55.7,13.7,18.37,-10.08,True
119.58,46.75,17.62,0.09,-18.21,True
119.58,46.75,17.62,0.09,-18.21,True
119.58,46.75,17.62,0.09,-18.21,True
127.49,56.18,13.71,18.18,-10.08,True
120.66,51.66,17.66,0.61,-18.24,True
59.69,11.31,18.69,16.82,-18.55,True
127.48,56.14,13.71,18.37,-10.43,True
129.63,60.37,17.9,4.14,-17.09,True
128.11,56.71,13.71,18.0,-10.42,True
118.32,43.43,17.64,0.09,-16.96,True
118.32,43.43,17.64,0.09,-16.96,True
129.63,60.37,17.94,4.63,-17.11,True
133.42,62.07,18.34,11.61,-17.31,True
127.48,56.14,13.71,18.37,-10.43,True
118.32,43.43,17.65,0.26,-16.96,True
120.35,46.96,17.66,0.44,-16.97,True
131.52,60.01,18.55,14.7,-17.44,True
129.14,57.65,13.46,18.75,-10.29,True
118.4,42.72,18.18,0.1,-17.54,True
128.66,57.2,13.49,20.07,-10.33,True
118.81,42.1,18.25,0.09,-17.63,True
118.98,41.96,18.28,0.96,-17.64,True
129.38,57.78,13.47,20.93,-10.34,True
114.33,37.93,12.22,0.09,-9.99,True
132.83,61.18,13.38,18.0,-10.24,True
132.83,61.18,13.38,18.18,-10.25,True
122.73,48.99,12.07,4.14,-9.71,True
117.69,39.61,12.24,0.44,-9.98,True
133.45,62.74,13.38,18.18,-10.26,True
108.07,41.24,12.4,5.6,-10.34,True
118.92,40.81,13.23,0.61,-11.06,True
120.0,44.93,13.2,0.96,-11.03,True
118.92,40.81,13.22,0.79,-11.04,True
118.92,40.81,13.23,0.61,-11.06,True
118.71,41.83,13.65,0.79,-11.5,True
118.71,41.83,13.65,0.79,-11.5,True
135.32,63.77,12.33,11.97,-10.06,True
140.14,69.31,11.75,16.05,-9.38,True
119.51,49.57,13.38,4.14,-11.13,True
140.71,70.03,11.65,16.63,-9.26,True
140.71,70.03,11.68,16.44,-9.3,True
138.92,67.77,13.58,27.18,-10.67,True
136.74,65.33,12.28,12.53,-9.94,True
82.4,25.02,14.15,4.42,-12.14,True
136.98,65.66,13.36,12.53,-11.66,True
136.59,65.17,14.37,21.49,-12.37,True
138.76,67.61,14.47,15.48,-12.48,True
141.63,71.22,13.68,16.44,-11.95,True
141.4,70.91,13.64,16.44,-11.97,True
141.4,70.91,13.64,16.44,-11.97,True
145.92,77.36,14.2,28.5,-12.33,True
143.08,73.16,13.61,17.2,-12.05,True
97.29,34.17,11.71,2.26,-10.83,True
146.45,78.2,14.14,28.12,-12.36,True
130.55,58.57,13.12,11.44,-11.72,True
130.55,58.57,13.12,11.44,-11.72,True
72.28,18.95,16.38,6.2,-13.56,True
146.9,78.9,14.25,15.12,-11.83,True
149.76,83.93,13.9,21.45,-11.62,True
140.67,69.98,8.24,16.82,-6.16,True
145.46,76.66,9.85,27.42,-8.38,True
119.92,50.67,6.86,0.44,-7.05,True
119.27,50.67,6.8,0.1,-7.03,True
119.27,50.67,6.8,0.1,-7.03,True
119.27,50.67,6.8,0.1,-7.03,True
118.07,48.49,7.79,0.26,-7.12,True
148.45,81.58,12.33,27.37,-8.79,True
149.38,83.28,12.38,26.99,-8.82,True
120.06,49.58,7.79,0.1,-7.13,True
120.06,49.58,7.79,0.1,-7.13,True
123.1,52.47,8.06,0.96,-7.23,True
150.51,85.45,16.09,26.25,-10.32,True
151.7,87.83,19.45,10.53,-15.19,True
157.22,105.84,13.65,10.91,-11.29,True
152.89,90.4,11.14,11.17,-8.98,True
155.29,96.9,7.68,5.79,-7.94,True
151.52,87.55,10.83,11.8,-7.64,True
148.49,83.52,11.15,0.01,-6.95,True
150.38,93.89,0.87,0.09,4.74,True
151.71,88.01,11.28,12.17,-7.65,True
148.72,92.88,11.58,6.13,-7.94,True
148.72,92.88,11.58,6.13,-7.94,True
148.72,92.88,11.58,6.13,-7.94,True
148.72,92.88,11.58,6.13,-7.94,True
148.72,92.88,11.58,6.13,-7.94,True
148.72,92.88,11.58,6.13,-7.94,True
146.23,91.88,12.78,6.33,-9.27,True
144.84,91.89,0.87,0.09,4.76,True
151.81,88.23,12.51,11.63,-8.96,True
140.93,88.11,10.35,5.11,-9.27,True
138.73,85.68,10.35,5.3,-9.27,True
147.13,78.4,8.73,0.29,-8.1,True
156.49,99.07,12.15,12.14,-5.65,True
102.77,37.23,2.33,7.53,4.28,True
117.27,44.81,3.23,0.1,4.28,True
117.27,44.81,3.23,0.1,4.28,True
114.6,42.98,3.21,0.09,-4.31,True
103.88,33.65,2.28,7.93,4.3,True
117.9,33.93,2.47,6.33,4.29,True
115.02,32.56,2.37,7.13,4.3,True
115.86,37.79,2.97,1.99,4.33,True
112.2,32.02,2.42,6.73,4.31,True
115.44,31.37,8.37,4.94,-4.73,True
114.57,29.67,8.32,6.93,-4.54,True
113.62,28.43,8.32,6.93,-4.54,True
115.2,65.47,8.46,0.09,-5.19,True
115.2,65.47,8.46,0.09,-5.19,True
136.03,77.7,8.28,8.53,-4.39,True
136.03,77.7,8.29,8.33,-4.41,True
136.03,77.7,8.28,8.53,-4.39,True
136.03,77.7,8.29,8.33,-4.41,True
97.84,33.0,8.47,8.28,-6.3,True
94.72,32.57,8.46,0.09,-5.2,True
94.72,32.57,8.46,0.09,-5.2,True
94.72,32.57,8.46,0.09,-5.2,True
94.72,32.57,8.45,0.28,-5.18,True
94.72,32.57,8.45,0.28,-5.18,True
94.72,32.57,8.46,0.09,-5.2,True
94.72,32.57,8.46,0.09,-5.2,True
94.72,32.57,8.46,0.09,-5.2,True
94.72,32.57,8.46,0.09,-5.2,True
94.72,32.57,8.46,0.09,-5.2,True
98.84,35.17,5.87,2.37,-4.07,True
95.38,32.98,5.58,0.09,-3.95,True
95.38,32.98,5.58,0.09,-3.95,True
96.8,33.91,6.66,9.32,-4.49,True
108.76,38.8,5.76,6.93,-5.5,True
166.64,37.33,5.85,8.33,-5.63,True
